index,nctid,MTI_condition,DUI,TUI,condition_id
6485,NCT04542915,COVID-19,D000086382,T001007884,condition_3
6486,NCT04542941,COVID-19,D000086382,T001007884,condition_3
6487,NCT04542954,COVID-19,D000086382,T001007884,condition_3
6488,NCT04542954,Kidney Transplantation,D016030,T047610,condition_468
6489,NCT04542954,Heart Disease Risk Factors,D000082742,T000999814,condition_233
6490,NCT04542954,Immunosuppression,D007165,T021495,condition_366
6491,NCT04542954,Risk Factors,D012307,T036531,condition_166
6492,NCT04542954,Graft Survival,D006085,T018468,condition_940
6493,NCT04542967,COVID-19,D000086382,T001007884,condition_3
6494,NCT04542980,Severe Acute Respiratory Syndrome,D045169,T536434,condition_165
6495,NCT04542980,COVID-19,D000086382,T001007884,condition_3
6496,NCT04542993,COVID-19,D000086382,T001007884,condition_3
6497,NCT04542993,SARS Virus,D045473,T538594,condition_110
6498,NCT04543006,COVID-19,D000086382,T001007884,condition_3
6499,NCT04543760,COVID-19,D000086382,T001007884,condition_3
6500,NCT04544033,COVID-19,D000086382,T001007884,condition_3
6501,NCT04544072,SARS Virus,D045473,T538594,condition_110
6502,NCT04544072,Antimicrobial Stewardship,D000073602,T000908687,condition_789
6503,NCT04544072,Respiratory Tract Infections,D012141,T036165,condition_26
6504,NCT04544072,"Drug Resistance, Bacterial",D024881,T422396,condition_941
6505,NCT04544150,COVID-19,D000086382,T001007884,condition_3
6506,NCT04544176,COVID-19,D000086382,T001007884,condition_3
6507,NCT04544605,COVID-19,D000086382,T001007884,condition_3
6508,NCT04544878,COVID-19,D000086382,T001007884,condition_3
6509,NCT04544878,Critical Care,D003422,T009952,condition_240
6510,NCT04544878,Infection,0,0,condition_418
6511,NCT04544878,Critical Illness,D016638,T049821,condition_17
6512,NCT04544878,SARS Virus,D045473,T538594,condition_110
6513,NCT04544891,COVID-19,D000086382,T001007884,condition_3
6514,NCT04545008,COVID-19,D000086382,T001007884,condition_3
6515,NCT04545047,COVID-19,D000086382,T001007884,condition_3
6516,NCT04545060,COVID-19,D000086382,T001007884,condition_3
6517,NCT04545242,Respiratory Insufficiency,D012131,T036135,condition_175
6518,NCT04545541,COVID-19,D000086382,T001007884,condition_3
6519,NCT04545541,Respiratory Insufficiency,D012131,T036135,condition_175
6520,NCT04545749,COVID-19,D000086382,T001007884,condition_3
6521,NCT04546191,COVID-19,D000086382,T001007884,condition_3
6522,NCT04546581,COVID-19,D000086382,T001007884,condition_3
6525,NCT04546581,Severe Acute Respiratory Syndrome,D045169,T536434,condition_165
6526,NCT04546737,COVID-19,D000086382,T001007884,condition_3
6527,NCT04546737,Neurological Manifestations,0,0,condition_942
6528,NCT04546737,Brain Injuries,D001930,T005492,condition_699
6529,NCT04546776,SARS Virus,D045473,T538594,condition_110
6530,NCT04546841,COVID-19 Vaccines,D000086663,T001080092,condition_943
6531,NCT04547114,COVID-19,D000086382,T001007884,condition_3
6532,NCT04547127,COVID-19,D000086382,T001007884,condition_3
6533,NCT04547140,COVID-19,D000086382,T001007884,condition_3
6534,NCT04547218,Gambling,D005715,T017261,condition_944
6535,NCT04547218,Surgery,0,0,condition_208
6536,NCT04547218,Depression,D003863,T011484,condition_105
6537,NCT04547257,COVID-19,D000086382,T001007884,condition_3
6538,NCT04547283,COVID-19,D000086382,T001007884,condition_3
6539,NCT04547283,Respiratory Insufficiency,D012131,T036135,condition_175
6540,NCT04547634,Lung Neoplasms,D008175,T024371,condition_27
6541,NCT04547634,Neoplasms,D009369,T027926,condition_1
6542,NCT04547634,Survivorship,D000073859,T047484,condition_945
6543,NCT04547660,COVID-19,D000086382,T001007884,condition_3
6544,NCT04548492,Patient Isolation,D010356,T030582,condition_946
6545,NCT04548505,SARS Virus,D045473,T538594,condition_110
6546,NCT04548531,Colonic Neoplasms,D003110,T009072,condition_714
6547,NCT04548544,Health Status,D006304,T019120,condition_188
6548,NCT04548557,COVID-19,D000086382,T001007884,condition_3
6549,NCT04548895,COVID-19,D000086382,T001007884,condition_3
6550,NCT04548895,Community-Acquired Infections,D017714,T052987,condition_888
6551,NCT04548908,COVID-19,D000086382,T001007884,condition_3
6552,NCT04548934,Cardiopulmonary Resuscitation,D016887,T050553,condition_907
6553,NCT04548934,Personal Protective Equipment,D000067393,T000869095,condition_615
6554,NCT04549337,COVID-19,D000086382,T001007884,condition_3
6555,NCT04549350,Sleep Wake Disorders,D012893,T000874097,condition_235
6556,NCT04549376,COVID-19,D000086382,T001007884,condition_3
6557,NCT04549636,COVID-19,D000086382,T001007884,condition_3
6558,NCT04549636,Asthma,D001249,T003741,condition_150
6559,NCT04549636,Health Status,D006304,T019120,condition_188
6560,NCT04549831,COVID-19,D000086382,T001007884,condition_3
6561,NCT04549922,COVID-19,D000086382,T001007884,condition_3
6562,NCT04550312,Life Style,D008019,T023921,condition_652
6563,NCT04550312,Non-COVID Deaths,0,0,condition_947
6564,NCT04550325,COVID-19,D000086382,T001007884,condition_3
6565,NCT04550325,"Pneumonia, Viral",D011024,T032427,condition_133
6566,NCT04550338,COVID-19,D000086382,T001007884,condition_3
6567,NCT04550351,COVID-19,D000086382,T001007884,condition_3
6568,NCT04550390,SARS Virus,D045473,T538594,condition_110
6569,NCT04550403,"Diabetes Mellitus, Type 2",D003924,T011751,condition_6
6570,NCT04550403,COVID-19,D000086382,T001007884,condition_3
6571,NCT04551274,Affect,D000339,T001098,condition_677
6572,NCT04551274,Psychological Distress,D000079225,T000947361,condition_377
6573,NCT04551339,Health Status,D006304,T019120,condition_188
6574,NCT04551339,"Infectious Disease Transmission, Professional-to-Patient",D017757,T712673,condition_185
6575,NCT04551339,Aging,D000375,T001180,condition_529
6576,NCT04551378,COVID-19,D000086382,T001007884,condition_3
6577,NCT04551378,Neoplasms,D009369,T027926,condition_1
6579,NCT04551547,COVID-19,D000086382,T001007884,condition_3
6580,NCT04551690,Pregnancy,0,0,condition_210
6581,NCT04551690,COVID-19,D000086382,T001007884,condition_3
6582,NCT04551690,Obstetrics,D009774,T029050,condition_948
6583,NCT04551690,Demography,D003710,T010860,condition_520
6584,NCT04551755,COVID-19,D000086382,T001007884,condition_3
6585,NCT04551768,COVID-19,D000086382,T001007884,condition_3
6586,NCT04551781,COVID-19,D000086382,T001007884,condition_3
6587,NCT04551898,COVID-19,D000086382,T001007884,condition_3
6588,NCT04551911,COVID-19,D000086382,T001007884,condition_3
6591,NCT04552340,COVID-19,D000086382,T001007884,condition_3
6592,NCT04552366,COVID-19,D000086382,T001007884,condition_3
6593,NCT04552379,SARS Virus,D045473,T538594,condition_110
6594,NCT04552379,Antiviral Agents,D000998,T003071,condition_430
6595,NCT04552379,COVID-19,D000086382,T001007884,condition_3
6596,NCT04552483,COVID-19,D000086382,T001007884,condition_3
6598,NCT04552951,COVID-19,D000086382,T001007884,condition_3
6599,NCT04553055,COVID-19,D000086382,T001007884,condition_3
6600,NCT04553575,COVID-19,D000086382,T001007884,condition_3
6601,NCT04553705,COVID-19,D000086382,T001007884,condition_3
6602,NCT04553705,Immunologic Deficiency Syndromes,D007153,T021450,condition_543
6603,NCT04554251,COVID-19,D000086382,T001007884,condition_3
6604,NCT04554251,Global Health,D014943,T849823,condition_522
6605,NCT04554251,Pulmonary Medicine,D015272,T044872,condition_949
6606,NCT04554264,Grief,D006117,T018567,condition_653
6607,NCT04554264,Critical Care,D003422,T009952,condition_240
6608,NCT04554264,COVID-19,D000086382,T001007884,condition_3
6609,NCT04554433,COVID-19,D000086382,T001007884,condition_3
6610,NCT04554433,Pharmaceutical Preparations,D004364,T013329,condition_276
6611,NCT04554979,COVID-19,D000086382,T001007884,condition_3
6612,NCT04554979,Diarrhea,D003967,T012017,condition_456
6613,NCT04554992,COVID-19,D000086382,T001007884,condition_3
6614,NCT04555005,Mindfulness,D064866,T843598,condition_950
6615,NCT04555005,COVID-19,D000086382,T001007884,condition_3
6616,NCT04555005,Health Personnel,D006282,T019031,condition_261
6617,NCT04555096,COVID-19,D000086382,T001007884,condition_3
6619,NCT04555109,COVID-19,D000086382,T001007884,condition_3
6620,NCT04555122,Group Processes,D006126,T018590,condition_525
6621,NCT04555148,COVID-19,D000086382,T001007884,condition_3
6622,NCT04555187,COVID-19,D000086382,T001007884,condition_3
6623,NCT04555187,Heart Disease Risk Factors,D000082742,T000999814,condition_233
6624,NCT04555213,COVID-19,D000086382,T001007884,condition_3
6625,NCT04555954,Personal Satisfaction,D010549,T031147,condition_300
6626,NCT04555954,Health Status,D006304,T019120,condition_188
6627,NCT04556149,COVID-19,D000086382,T001007884,condition_3
6629,NCT04556318,COVID-19,D000086382,T001007884,condition_3
6630,NCT04556513,COVID-19,D000086382,T001007884,condition_3
6631,NCT04556513,"Respiration, Artificial",D012121,T036100,condition_112
6632,NCT04556513,Recovery of Function,D020127,T059913,condition_951
6633,NCT04556565,COVID-19,D000086382,T001007884,condition_3
6634,NCT04556565,Mental Health,D008603,T025592,condition_212
6636,NCT04556604,Informed Consent,D007258,T021754,condition_952
6637,NCT04556630,Reproduction,D012098,T036001,condition_953
6638,NCT04556864,COVID-19,D000086382,T001007884,condition_3
6639,NCT04556864,Vascular Diseases,D014652,T042863,condition_378
6640,NCT04556864,Respiratory Distress Syndrome,D012128,T001010711,condition_14
6641,NCT04557046,COVID-19,D000086382,T001007884,condition_3
6642,NCT04557241,COVID-19,D000086382,T001007884,condition_3
6643,NCT04557358,"Arthritis, Rheumatoid",D001172,T003511,condition_251
6644,NCT04557358,Quality of Life,D011788,T034831,condition_455
6645,NCT04557605,Hypoxia,D000860,T002508,condition_310
6646,NCT04558021,COVID-19,D000086382,T001007884,condition_3
6647,NCT04558125,Pulmonary Embolism,D011655,T034418,condition_249
6648,NCT04558125,COVID-19,D000086382,T001007884,condition_3
6649,NCT04558203,COVID-19,D000086382,T001007884,condition_3
6650,NCT04558307,COVID-19,D000086382,T001007884,condition_3
6651,NCT04558320,COVID-19,D000086382,T001007884,condition_3
6652,NCT04558372,COVID-19,D000086382,T001007884,condition_3
6653,NCT04558385,COVID-19,D000086382,T001007884,condition_3
6654,NCT04558411,Emotional Regulation,D000080103,T000957075,condition_749
6655,NCT04558411,Affect,D000339,T001098,condition_677
6656,NCT04558424,COVID-19,D000086382,T001007884,condition_3
6657,NCT04558437,"Stress Disorders, Post-Traumatic",D013313,T039096,condition_95
6658,NCT04558437,Anxiety,D001007,T003092,condition_104
6659,NCT04558437,Depression,D003863,T011484,condition_105
6660,NCT04558437,Epidemics,D058872,T012744,condition_205
6661,NCT04558437,COVID-19,D000086382,T001007884,condition_3
6662,NCT04558450,COVID-19,D000086382,T001007884,condition_3
6663,NCT04558450,Vascular Stiffness,D059289,T778261,condition_954
6664,NCT04558450,Vascular Diseases,D014652,T042863,condition_378
6665,NCT04558450,Cardiomyopathies,D009202,T027440,condition_294
6666,NCT04558463,COVID-19,D000086382,T001007884,condition_3
6667,NCT04558476,COVID-19,D000086382,T001007884,condition_3
6668,NCT04558476,"Respiration, Artificial",D012121,T036100,condition_112
6670,NCT04558476,Respiratory Insufficiency,D012131,T036135,condition_175
6671,NCT04558476,Severe Acute Respiratory Syndrome,D045169,T536434,condition_165
6672,NCT04558645,"Diabetes Mellitus, Type 1",D003922,T011740,condition_7
6673,NCT04558645,COVID-19,D000086382,T001007884,condition_3
6674,NCT04558749,COVID-19,D000086382,T001007884,condition_3
6675,NCT04558996,COVID-19,D000086382,T001007884,condition_3
6676,NCT04558996,Pregnancy Complications,D011248,T033133,condition_353
6677,NCT04558996,Premature Birth,D047928,T023226,condition_716
6678,NCT04558996,Abruptio Placentae,D000037,T000100,condition_955
6679,NCT04558996,"Fetal Membranes, Premature Rupture",D005322,T016259,condition_931
6680,NCT04558996,Stillbirth,D050497,T016240,condition_956
6681,NCT04559009,COVID-19,D000086382,T001007884,condition_3
6682,NCT04559009,Amyotrophic Lateral Sclerosis,D000690,T002090,condition_102
6683,NCT04559035,COVID-19,D000086382,T001007884,condition_3
6684,NCT04559074,Hypertension,D006973,T020937,condition_139
6685,NCT04559100,COVID-19,D000086382,T001007884,condition_3
6686,NCT04559113,SARS Virus,D045473,T538594,condition_110
6687,NCT04559113,Severe Acute Respiratory Syndrome,D045169,T536434,condition_165
6688,NCT04559542,Body Weight,D001835,T005291,condition_957
6689,NCT04559542,Feeding and Eating Disorders,D001068,T000882833,condition_708
6690,NCT04559542,Sexual Harassment,D017406,T052051,condition_958
6691,NCT04559542,COVID-19,D000086382,T001007884,condition_3
6692,NCT04559542,Erythrocytes,D004912,T015009,condition_959
6693,NCT04560205,SARS Virus,D045473,T538594,condition_110
6694,NCT04560231,SARS Virus,D045473,T538594,condition_110
6695,NCT04560257,SARS Virus,D045473,T538594,condition_110
6696,NCT04560257,Severe Acute Respiratory Syndrome,D045169,T536434,condition_165
6697,NCT04560413,COVID-19,D000086382,T001007884,condition_3
6698,NCT04560413,Depression,D003863,T011484,condition_105
6699,NCT04560413,Anxiety,D001007,T003092,condition_104
6700,NCT04560530,COVID-19,D000086382,T001007884,condition_3
6701,NCT04560608,COVID-19,D000086382,T001007884,condition_3
6702,NCT04560855,COVID-19,D000086382,T001007884,condition_3
6703,NCT04560881,COVID-19,D000086382,T001007884,condition_3
6704,NCT04561024,COVID-19,D000086382,T001007884,condition_3
6705,NCT04561063,COVID-19,D000086382,T001007884,condition_3
6706,NCT04561063,SARS Virus,D045473,T538594,condition_110
6707,NCT04561076,COVID-19,D000086382,T001007884,condition_3
6708,NCT04561089,COVID-19,D000086382,T001007884,condition_3
6709,NCT04561102,COVID-19,D000086382,T001007884,condition_3
6710,NCT04561141,COVID-19,D000086382,T001007884,condition_3
6711,NCT04561154,"RNA, Viral",D012367,T036801,condition_195
6712,NCT04561154,COVID-19,D000086382,T001007884,condition_3
6713,NCT04561180,COVID-19,D000086382,T001007884,condition_3
6714,NCT04561193,COVID-19,D000086382,T001007884,condition_3
6715,NCT04561219,COVID-19,D000086382,T001007884,condition_3
6717,NCT04561219,"Pneumonia, Viral",D011024,T032427,condition_133
6718,NCT04562246,COVID-19,D000086382,T001007884,condition_3
6719,NCT04562285,COVID-19,D000086382,T001007884,condition_3
6720,NCT04563065,Pregnancy Complications,D011248,T033133,condition_353
6721,NCT04563065,"Pregnancy, High Risk",0,0,condition_352
6722,NCT04563065,"Hypertension, Pregnancy-Induced",D046110,T548216,condition_960
6723,NCT04563065,Morbidity,D009017,T026951,condition_501
6724,NCT04563065,Fetal Growth Retardation,D005317,T016249,condition_961
6725,NCT04563065,Fetal Diseases,D005315,T016245,condition_962
6726,NCT04563065,Weight Gain,D015430,T045555,condition_963
6727,NCT04563065,Maternal-Fetal Relations,D033261,T466755,condition_265
6728,NCT04563156,COVID-19,D000086382,T001007884,condition_3
6729,NCT04563208,COVID-19,D000086382,T001007884,condition_3
6730,NCT04563208,SARS Virus,D045473,T538594,condition_110
6731,NCT04563247,COVID-19,D000086382,T001007884,condition_3
6732,NCT04563442,COVID-19,D000086382,T001007884,condition_3
6733,NCT04563650,COVID-19,D000086382,T001007884,condition_3
6734,NCT04563650,Geriatrics,D005853,T017715,condition_964
6735,NCT04563650,Seroconversion,D000069078,T000878318,condition_965
6736,NCT04563650,Immunosenescence,D000068884,T000877671,condition_936
6737,NCT04563676,COVID-19,D000086382,T001007884,condition_3
6738,NCT04563676,Thyrotropin,D013972,T040968,condition_966
6739,NCT04563676,Hydrocortisone,D006854,T020679,condition_172
6740,NCT04563689,COVID-19,D000086382,T001007884,condition_3
6741,NCT04563702,COVID-19,D000086382,T001007884,condition_3
6742,NCT04564040,"Lymphoma, Mantle-Cell",D020522,T358571,condition_63
6743,NCT04564040,COVID-19,D000086382,T001007884,condition_3
6744,NCT04564274,Chronic Health Conditions,0,0,condition_967
6745,NCT04564274,Virulence,D014774,T043226,condition_968
6746,NCT04564287,COVID-19,D000086382,T001007884,condition_3
6747,NCT04564716,COVID-19,D000086382,T001007884,condition_3
6748,NCT04565067,COVID-19,D000086382,T001007884,condition_3
6749,NCT04565080,Parkinson Disease,D010300,T030420,condition_101
6750,NCT04565080,Dyskinesias,D020820,T027073,condition_969
6751,NCT04565080,COVID-19,D000086382,T001007884,condition_3
6752,NCT04565106,COVID-19,D000086382,T001007884,condition_3
6753,NCT04565106,Respiratory Insufficiency,D012131,T036135,condition_175
6754,NCT04565106,Hypoxia,D000860,T002508,condition_310
6755,NCT04565197,SARS Virus,D045473,T538594,condition_110
6756,NCT04565249,Respiratory Distress Syndrome,D012128,T001010711,condition_14
6757,NCT04565249,COVID-19,D000086382,T001007884,condition_3
6758,NCT04565379,COVID-19,D000086382,T001007884,condition_3
6759,NCT04565392,COVID-19,D000086382,T001007884,condition_3
6760,NCT04565509,COVID-19,D000086382,T001007884,condition_3
6761,NCT04565509,Intellectual Disability,D008607,T784120,condition_970
6762,NCT04565509,Developmental Disabilities,D002658,T007713,condition_971
