nctid,studytype_id,Study_Type,
NCT04982770,studytype_8,Interventional,
NCT04385901,studytype_8,Interventional,
NCT04394429,studytype_9,Observational,
NCT04964414,studytype_8,Interventional,
NCT04492202,studytype_9,Observational,
NCT04615000,studytype_9,Observational,
NCT04572438,studytype_9,Observational,
NCT04749173,studytype_8,Interventional,
NCT04454333,studytype_9,Observational,
NCT04565106,studytype_9,Observational,
NCT04838847,studytype_8,Interventional,
NCT04361253,studytype_8,Interventional,
NCT04365764,studytype_9,Observational,
NCT04691908,studytype_8,Interventional,
NCT04624503,studytype_9,Observational,
NCT04367545,studytype_8,Interventional,
NCT04805086,studytype_8,Interventional,
NCT04383613,studytype_8,Interventional,
NCT04434118,studytype_9,Observational,
NCT04812041,studytype_9,Observational,
NCT04614025,studytype_8,Interventional,
NCT04556513,studytype_9,Observational,
NCT04530357,studytype_8,Interventional,
NCT04475588,studytype_8,Interventional,
NCT04761913,studytype_9,Observational,
NCT04760704,studytype_9,Observational,
NCT04356482,studytype_8,Interventional,
NCT04534569,studytype_9,Observational,
NCT04720794,studytype_8,Interventional,
NCT04747249,studytype_8,Interventional,
NCT04360759,studytype_8,Interventional,
NCT04513314,studytype_8,Interventional,
NCT04609501,studytype_9,Observational,
NCT04504877,studytype_8,Interventional,
NCT04948255,studytype_9,Observational,
NCT04278963,studytype_8,Interventional,
NCT04649931,studytype_9,Observational,
NCT04480411,studytype_8,Interventional,
NCT04342806,studytype_9,Observational,
NCT04380935,studytype_8,Interventional,
NCT04919031,studytype_8,Interventional,
NCT04851561,studytype_9,Observational,
NCT04351854,studytype_9,Observational,
NCT04365595,studytype_9,Observational,
NCT04641806,studytype_9,Observational,
NCT04407468,studytype_9,Observational,
NCT04361526,studytype_8,Interventional,
NCT04389450,studytype_8,Interventional,
NCT04412304,studytype_9,Observational,
NCT04636034,studytype_8,Interventional,
NCT04635605,studytype_8,Interventional,
NCT04303507,studytype_8,Interventional,
NCT04382417,studytype_9,Observational,
NCT04466098,studytype_8,Interventional,
NCT04475068,studytype_9,Observational,
NCT04769154,studytype_9,Observational,
NCT04785807,studytype_8,Interventional,
NCT04583228,studytype_8,Interventional,
NCT04635943,studytype_8,Interventional,
NCT04399603,studytype_9,Observational,
NCT04587921,studytype_8,Interventional,
NCT04611269,studytype_9,Observational,
NCT04646642,studytype_9,Observational,
NCT04347941,studytype_8,Interventional,
NCT04496128,studytype_9,Observational,
NCT04407390,studytype_8,Interventional,
NCT04391738,studytype_9,Observational,
NCT04700254,studytype_9,Observational,
NCT04453982,studytype_9,Observational,
NCT04453969,studytype_9,Observational,
NCT04392388,studytype_9,Observational,
NCT04371692,studytype_9,Observational,
NCT04496245,studytype_8,Interventional,
NCT04609722,studytype_8,Interventional,
NCT04497311,studytype_9,Observational,
NCT04654481,studytype_8,Interventional,
NCT04515147,studytype_8,Interventional,
NCT04954248,studytype_8,Interventional,
NCT04872751,studytype_9,Observational,
NCT04435522,studytype_8,Interventional,
NCT04460443,studytype_8,Interventional,
NCT04460534,studytype_8,Interventional,
NCT04558645,studytype_9,Observational,
NCT04340479,studytype_9,Observational,
NCT04408014,studytype_9,Observational,
NCT04632173,studytype_9,Observational,
NCT04830852,studytype_9,Observational,
NCT04359693,studytype_9,Observational,
NCT04402853,studytype_9,Observational,
NCT04414267,studytype_8,Interventional,
NCT04916561,studytype_9,Observational,
NCT04376840,studytype_8,Interventional,
NCT04588363,studytype_9,Observational,
NCT04365309,studytype_8,Interventional,
NCT04373109,studytype_9,Observational,
NCT04900155,studytype_8,Interventional,
NCT04360733,studytype_9,Observational,
NCT04403009,studytype_9,Observational,
NCT04739345,studytype_9,Observational,
NCT04537663,studytype_8,Interventional,
NCT04611802,studytype_8,Interventional,
NCT04619407,studytype_9,Observational,
NCT04463823,studytype_9,Observational,
NCT04750278,studytype_8,Interventional,
NCT04535128,studytype_9,Observational,
NCT04391179,studytype_8,Interventional,
NCT04779346,studytype_9,Observational,
NCT04885491,studytype_8,Interventional,
NCT04362930,studytype_9,Observational,
NCT04430608,studytype_8,Interventional,
NCT04834583,studytype_9,Observational,
NCT04934215,studytype_9,Observational,
NCT04434261,studytype_9,Observational,
NCT04437940,studytype_9,Observational,
NCT04320472,studytype_9,Observational,
NCT04405726,studytype_9,Observational,
NCT04577105,studytype_9,Observational,
NCT04937088,studytype_8,Interventional,
NCT04370119,studytype_9,Observational,
NCT04880720,studytype_9,Observational,
NCT04430322,studytype_9,Observational,
NCT04953039,studytype_9,Observational,
NCT04365985,studytype_8,Interventional,
NCT04710836,studytype_9,Observational,
NCT04369469,studytype_8,Interventional,
NCT04420637,studytype_9,Observational,
NCT04615936,studytype_8,Interventional,
NCT04757818,studytype_8,Interventional,
NCT04466839,studytype_9,Observational,
NCT04401163,studytype_9,Observational,
NCT04393974,studytype_9,Observational,
NCT04881214,studytype_8,Interventional,
NCT04272710,studytype_9,Observational,
NCT04339998,studytype_9,Observational,
NCT04357340,studytype_8,Interventional,
NCT04689464,studytype_9,Observational,
NCT04939155,studytype_9,Observational,
NCT04435080,studytype_9,Observational,
NCT04476680,studytype_8,Interventional,
NCT04388618,studytype_9,Observational,
NCT04449094,studytype_9,Observational,
NCT04405362,studytype_9,Observational,
NCT04396197,studytype_9,Observational,
NCT04659889,studytype_9,Observational,
NCT04371107,studytype_8,Interventional,
NCT04456075,studytype_9,Observational,
NCT04357418,studytype_9,Observational,
NCT04836260,studytype_8,Interventional,
NCT04605965,studytype_9,Observational,
NCT04359706,studytype_9,Observational,
NCT04379089,studytype_9,Observational,
NCT04433988,studytype_8,Interventional,
NCT04393402,studytype_9,Observational,
NCT04346329,studytype_8,Interventional,
NCT04613271,studytype_8,Interventional,
NCT04445402,studytype_9,Observational,
NCT04335032,studytype_8,Interventional,
NCT04447235,studytype_8,Interventional,
NCT04880122,studytype_8,Interventional,
NCT04924881,studytype_8,Interventional,
NCT04366778,studytype_9,Observational,
NCT04579471,studytype_9,Observational,
NCT04369794,studytype_8,Interventional,
NCT04565249,studytype_8,Interventional,
NCT04756466,studytype_8,Interventional,
NCT04681430,studytype_8,Interventional,
NCT04429620,studytype_9,Observational,
NCT04639375,studytype_8,Interventional,
NCT04930978,studytype_9,Observational,
NCT04395755,studytype_9,Observational,
NCT04280224,studytype_8,Interventional,
NCT04551690,studytype_9,Observational,
NCT04705753,studytype_8,Interventional,
NCT04397172,studytype_9,Observational,
NCT04352946,studytype_8,Interventional,
NCT04920890,studytype_8,Interventional,
NCT04357028,studytype_8,Interventional,
NCT04384926,studytype_9,Observational,
NCT04395833,studytype_9,Observational,
NCT04823351,studytype_8,Interventional,
NCT04394026,studytype_9,Observational,
NCT04344210,studytype_8,Interventional,
NCT04379258,studytype_9,Observational,
NCT04355611,studytype_9,Observational,
NCT04405934,studytype_8,Interventional,
NCT04542941,studytype_8,Interventional,
NCT04386070,studytype_8,Interventional,
NCT04627675,studytype_8,Interventional,
NCT04519320,studytype_8,Interventional,
NCT04376905,studytype_9,Observational,
NCT04715763,studytype_8,Interventional,
NCT04335786,studytype_8,Interventional,
NCT04408235,studytype_8,Interventional,
NCT04716023,studytype_9,Observational,
NCT04394078,studytype_9,Observational,
NCT04351399,studytype_9,Observational,
NCT04472078,studytype_9,Observational,
NCT04409184,studytype_9,Observational,
NCT04497441,studytype_9,Observational,
NCT04397835,studytype_9,Observational,
NCT04384445,studytype_8,Interventional,
NCT04977050,studytype_9,Observational,
NCT04839146,studytype_8,Interventional,
NCT04635787,studytype_9,Observational,
NCT04453566,studytype_9,Observational,
NCT04402918,studytype_8,Interventional,
NCT04407169,studytype_9,Observational,
NCT04420676,studytype_8,Interventional,
NCT04818801,studytype_8,Interventional,
NCT04331613,studytype_8,Interventional,
NCT04479163,studytype_8,Interventional,
NCT04750759,studytype_8,Interventional,
NCT04477902,studytype_9,Observational,
NCT04860518,studytype_8,Interventional,
NCT04462367,studytype_9,Observational,
NCT04310865,studytype_8,Interventional,
NCT04359862,studytype_8,Interventional,
NCT04346810,studytype_9,Observational,
NCT04910607,studytype_9,Observational,
NCT04456010,studytype_9,Observational,
NCT04483973,studytype_8,Interventional,
NCT04459351,studytype_9,Observational,
NCT04476667,studytype_8,Interventional,
NCT04519255,studytype_9,Observational,
NCT04484025,studytype_8,Interventional,
NCT04609085,studytype_9,Observational,
NCT04487171,studytype_8,Interventional,
NCT04466683,studytype_8,Interventional,
NCT04351789,studytype_8,Interventional,
NCT04392232,studytype_8,Interventional,
NCT04451577,studytype_9,Observational,
NCT04945837,studytype_8,Interventional,
NCT04378842,studytype_9,Observational,
NCT04474236,studytype_9,Observational,
NCT04343261,studytype_8,Interventional,
NCT04816656,studytype_8,Interventional,
NCT04650178,studytype_9,Observational,
NCT04792021,studytype_8,Interventional,
NCT04319445,studytype_8,Interventional,
NCT04361448,studytype_8,Interventional,
NCT04374656,studytype_9,Observational,
NCT04425759,studytype_9,Observational,
NCT04876573,studytype_8,Interventional,
NCT04883801,studytype_9,Observational,
NCT04536350,studytype_8,Interventional,
NCT04357496,studytype_9,Observational,
NCT04468009,studytype_8,Interventional,
NCT04508959,studytype_9,Observational,
NCT04314232,studytype_9,Observational,
NCT04932876,studytype_9,Observational,
NCT04324021,studytype_8,Interventional,
NCT04365530,studytype_9,Observational,
NCT04511429,studytype_9,Observational,
NCT04551911,studytype_8,Interventional,
NCT04788407,studytype_8,Interventional,
NCT04329195,studytype_8,Interventional,
NCT04508439,studytype_8,Interventional,
NCT04381273,studytype_9,Observational,
NCT04756674,studytype_9,Observational,
NCT04365322,studytype_9,Observational,
NCT04492501,studytype_8,Interventional,
NCT04419025,studytype_8,Interventional,
NCT04556864,studytype_9,Observational,
NCT04407273,studytype_9,Observational,
NCT04371393,studytype_8,Interventional,
NCT04382469,studytype_9,Observational,
NCT04705831,studytype_8,Interventional,
NCT04806113,studytype_8,Interventional,
NCT04742595,studytype_8,Interventional,
NCT04441372,studytype_9,Observational,
NCT04570254,studytype_8,Interventional,
NCT04527614,studytype_8,Interventional,
NCT04813575,studytype_8,Interventional,
NCT04363268,studytype_9,Observational,
NCT04982042,studytype_8,Interventional,
NCT04323761,studytype_7,Expanded Access:Treatment IND/Protocol,
NCT04558476,studytype_8,Interventional,
NCT04929964,studytype_9,Observational,
NCT04366934,studytype_9,Observational,
NCT04373824,studytype_8,Interventional,
NCT04335773,studytype_9,Observational,
NCT04355442,studytype_9,Observational,
NCT04524156,studytype_8,Interventional,
NCT04520880,studytype_9,Observational,
NCT04444687,studytype_9,Observational,
NCT04334148,studytype_8,Interventional,
NCT04319731,studytype_8,Interventional,
NCT04334967,studytype_8,Interventional,
NCT04321928,studytype_8,Interventional,
NCT04681040,studytype_9,Observational,
NCT04972708,studytype_9,Observational,
NCT04602000,studytype_8,Interventional,
NCT04922944,studytype_9,Observational,
NCT04618861,studytype_9,Observational,
NCT04725084,studytype_9,Observational,
NCT04441710,studytype_9,Observational,
NCT04620798,studytype_8,Interventional,
NCT04602260,studytype_9,Observational,
NCT04593641,studytype_8,Interventional,
NCT04542512,studytype_9,Observational,
NCT04628195,studytype_9,Observational,
NCT04342728,studytype_8,Interventional,
NCT04456088,studytype_8,Interventional,
NCT04739449,studytype_8,Interventional,
NCT04904523,studytype_9,Observational,
NCT04355429,studytype_8,Interventional,
NCT04401033,studytype_9,Observational,
NCT04363450,studytype_8,Interventional,
NCT04385147,studytype_9,Observational,
NCT04669509,studytype_9,Observational,
NCT04432948,studytype_9,Observational,
NCT04403685,studytype_8,Interventional,
NCT04704466,studytype_9,Observational,
NCT04549636,studytype_9,Observational,
NCT04366167,studytype_9,Observational,
NCT04782336,studytype_8,Interventional,
NCT04582318,studytype_8,Interventional,
NCT04414241,studytype_8,Interventional,
NCT04528888,studytype_8,Interventional,
NCT04884776,studytype_8,Interventional,
NCT04749121,studytype_8,Interventional,
NCT04386512,studytype_9,Observational,
NCT04685213,studytype_8,Interventional,
NCT04655612,studytype_9,Observational,
NCT04401449,studytype_9,Observational,
NCT04357769,studytype_9,Observational,
NCT04452565,studytype_8,Interventional,
NCT04371289,studytype_9,Observational,
NCT04761822,studytype_8,Interventional,
NCT04979884,studytype_8,Interventional,
NCT04941092,studytype_9,Observational,
NCT04435457,studytype_9,Observational,
NCT04370015,studytype_8,Interventional,
NCT04463758,studytype_9,Observational,
NCT04841785,studytype_9,Observational,
NCT04916873,studytype_9,Observational,
NCT04530604,studytype_8,Interventional,
NCT04346160,studytype_9,Observational,
NCT04912934,studytype_9,Observational,
NCT04896541,studytype_8,Interventional,
NCT04735588,studytype_9,Observational,
NCT04397848,studytype_9,Observational,
NCT04400877,studytype_9,Observational,
NCT04327505,studytype_8,Interventional,
NCT04368143,studytype_9,Observational,
NCT04697654,studytype_8,Interventional,
NCT04665258,studytype_9,Observational,
NCT04683484,studytype_8,Interventional,
NCT04967807,studytype_8,Interventional,
NCT04940208,studytype_9,Observational,
NCT04397497,studytype_8,Interventional,
NCT04472793,studytype_9,Observational,
NCT04515199,studytype_9,Observational,
NCT04953052,studytype_8,Interventional,
NCT04524234,studytype_9,Observational,
NCT04389580,studytype_8,Interventional,
NCT04491214,studytype_9,Observational,
