nctid,title,Study_Designs,Other_IDs,Locations,URL
NCT04400877,Prevalence and Severity of Venous Thromboembolism in a General Population During the COVID-19 Pandemic,Observational Model: Cohort|Time Perspective: Retrospective,SE2020-02701,"University Hospital Linköping, Linköping, Östergötland, Sweden",https://ClinicalTrials.gov/show/NCT04400877
NCT04327505,Safety and Efficacy of Hyperbaric Oxygen for ARDS in Patients With COVID-19,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,COVID-19-HBO|2020-001349-37|K-1199/2020,"Krankenhaus St. Joesf, Regensburg, Germany|Blekingesjukhuset, Karlskrona, Blekinge, Sweden|Sahlgrenska University hospital, Östra sjukhuset, Gothenburg, Sweden|Karolinska University Hospital, Stockholm, Sweden",https://ClinicalTrials.gov/show/NCT04327505
NCT04368143,COVID-19 Immune Repertoire Sequencing,Observational Model: Cohort|Time Perspective: Prospective,IMSEQ,"Universitairy hospital of Antwerp, Antwerp, Belgium",https://ClinicalTrials.gov/show/NCT04368143
NCT04697654,"The Safety, Tolerability, and Pharmacokinetics of Inhaled TLC19 in Healthy Volunteers","Allocation: Randomized|Intervention Model: Sequential Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",TLC19A1001,"Scientia Clinical Reserach, Ltd, Randwick, Australia|Mackay Memorial Hospital Tamsui Branch, Taipei, Taiwan",https://ClinicalTrials.gov/show/NCT04697654
NCT04665258,COVID-19 Vaccine and Impact on Fertility Study,Observational Model: Case-Only|Time Perspective: Prospective,20201451,"University of Miami, Miami, Florida, United States",https://ClinicalTrials.gov/show/NCT04665258
NCT04683484,A Clinical Trial to Assess the Safety and Immunogenicity of Nanocovax in Heathy Volunteers,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Care Provider, Investigator)|Primary Purpose: Prevention",NNG26,"Military Medical Academy, Hanoi, Ha Dong, Vietnam",https://ClinicalTrials.gov/show/NCT04683484
NCT04967807,Myocardial Injury and Outcomes Following COVID-19 Vaccination (MYOVAX Study),Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic,21-5621,NA,https://ClinicalTrials.gov/show/NCT04967807
NCT04940208,Chronic Pain in COVID-19 Patients Discharged From Intensive Care Unit,Observational Model: Cohort|Time Perspective: Cross-Sectional,2020-A02929-30,"Hôpital Raymond Poincare - AP-HP, Garches, Hauts-de-Seine, France|Hôpital Bicêtre AP-HP, Le Kremlin-Bicêtre, France|Hopital de la Croix Rousse - Hospices Civils de Lyon, Lyon, France",https://ClinicalTrials.gov/show/NCT04940208
NCT04397497,Mavrilimumab in Severe COVID-19 Pneumonia and Hyper-inflammation (COMBAT-19),"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",COMBAT-19,"IRCCS Policlinico San Donato, San Donato, MI, Italy|IRCCS Ospedale San Raffaele, Milano, Italy|IRCCS Istituto Ortopedico Galeazzi, Milano, Italy",https://ClinicalTrials.gov/show/NCT04397497
NCT04472793,Repeated Employee Testing for Understanding Our Recovery to Normal,Observational Model: Case-Control|Time Perspective: Prospective,RETURN,"Cincinnati Children's Hospital Medical Center, Cincinnati, Ohio, United States",https://ClinicalTrials.gov/show/NCT04472793
NCT04515199,Home Management of Adult Egyptian Mild COVID-19 Cases,Observational Model: Cohort|Time Perspective: Prospective,Telemedicine in Mild COVID-19,"Faculty of Medicine Cairo University, Cairo, Egypt",https://ClinicalTrials.gov/show/NCT04515199
NCT04953052,A Randomized Study to Investigate the Effect of Intravenous Imatinib on the Amount of Oxygen in the Lungs and Blood of Adults With COVID-19 Needing Mechanical Ventilation and Supportive Care.,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Care Provider, Investigator)|Primary Purpose: Treatment",EX003|959310,"Sir Sayajirao General Hospital (SSG Hospital), Medical College Baroda, Jail Road Indira Avenue)Anandpura, Vadodara, Gujarat, India|St George's Hospital, P D Mello Road, Fort Road, CST Terminal,, Mumbai, Maharashtra, India",https://ClinicalTrials.gov/show/NCT04953052
NCT04524234,Cardiac Dysfunction in Critically Ill Patients With COVID-19,Observational Model: Cohort|Time Perspective: Prospective,CARDY CRIT COVID,"Södersjukhuset, Stockholm, Region Stockholm, Sweden|North Älvsborg County Hospital, Trollhättan, Västra Götalandsregionen, Sweden|Sahlgrenska University Hospital/Mölndal, Gothenburg, Västra Götaland, Sweden|Sahlgrenska University Hospital/Östra, Gothenburg, Västra Götaland, Sweden|Sahlgrenska University Hospital, Gothenburg, Västra Götaland, Sweden",https://ClinicalTrials.gov/show/NCT04524234
NCT04389580,Combination Therapy With Isotretinoin and Tamoxifen Expected to Provide Complete Protection Against Severe Acute Respiratory Syndrome Coronavirus,Allocation: Randomized|Intervention Model: Sequential Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,COV-19 Treatment This is,NA,https://ClinicalTrials.gov/show/NCT04389580
NCT04491214,Post ICU Follow up in Patients With Severe SARS-CoV-2 Infection (Covid-19),Observational Model: Cohort|Time Perspective: Prospective,7890,"Hôpitaux Universitaires de Strasbourg (Nouvel Hôpital Civil), Strasbourg, France",https://ClinicalTrials.gov/show/NCT04491214
NCT04357106,COPLA Study: Treatment of Severe Forms of COronavirus Infection With Convalescent PLAsma,Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,CHMI-030420-01,"Centro de Hematología y Medicina Interna, Puebla, Mexico",https://ClinicalTrials.gov/show/NCT04357106
NCT04311398,Development and Verification of a New Coronavirus Multiplex Nucleic Acid Detection System,Observational Model: Cohort|Time Perspective: Retrospective,KY2020-COVID-19,"Huashan Hospital of Fudan University, Shanghai, Shanghai, China",https://ClinicalTrials.gov/show/NCT04311398
NCT04295551,Multicenter Clinical Study on the Efficacy and Safety of Xiyanping Injection in the Treatment of New Coronavirus Infection Pneumonia (General and Severe),Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,QF-XYP1990-1,NA,https://ClinicalTrials.gov/show/NCT04295551
NCT04384887,"""Investigation of the Relationship Between New Coronary Virus Disease (COVID-19) and Anxiety and Depressive Symptoms in Pregnant Women""",Observational Model: Case-Control|Time Perspective: Prospective,beckcovid,"Pinar Yalcin Bahat, Istanbul, İ̇stanbul, Turkey",https://ClinicalTrials.gov/show/NCT04384887
NCT04573062,Natural History of Post-Coronavirus Disease 19 Convalescence at the National Institutes of Health,Observational Model: Case-Only|Time Perspective: Prospective,10000089|000089-N,"National Institutes of Health Clinical Center, Bethesda, Maryland, United States",https://ClinicalTrials.gov/show/NCT04573062
NCT04877496,Responses to COVID19 Vaccination in Patients With a Treatment History of Rituximab.,Observational Model: Cohort|Time Perspective: Prospective,4749,"University Hospital Bern Inselspital, Bern, BE, Switzerland",https://ClinicalTrials.gov/show/NCT04877496
NCT04448418,The Impact of COVID-19 Outbreak on Trans-population's Health in Italy,Observational Model: Cohort|Time Perspective: Cross-Sectional,TRANSCOVID-19,"1Gynecology and Physiopathology of Human Reproduction, S. Orsola-Malpighi Hospital, Department of Medical and Surgical Sciences (DIMEC), University of Bologna, Bologna, Italy",https://ClinicalTrials.gov/show/NCT04448418
NCT04538456,Impact of COVID-19 on Lung Cancer Patients,Observational Model: Cohort|Time Perspective: Prospective,CFTSp189,"The Christie NHS Foundation, Manchester, United Kingdom",https://ClinicalTrials.gov/show/NCT04538456
NCT04360538,Long Term Outcomes of Patients With COVID-19,Observational Model: Cohort|Time Perspective: Prospective,20-0538,"University of Chicago Medical Center, Chicago, Illinois, United States",https://ClinicalTrials.gov/show/NCT04360538
NCT04395599,Risk of Air Contamination During Visceral Surgery in COVID19 Patients,Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Prevention,2020_44|2020-A01461-38,NA,https://ClinicalTrials.gov/show/NCT04395599
NCT04270383,Clinical Characteristics and Long-term Prognosis of 2019-nCoV Infection in Children,Observational Model: Cohort|Time Perspective: Prospective,BCH Lung 012,"Beijing Children's Hospital,, Beijing, China",https://ClinicalTrials.gov/show/NCT04270383
NCT04816318,Policy Responses Against the COVID-19 Pandemic in Latin America,Observational Model: Ecologic or Community|Time Perspective: Prospective,ANID-COVID 0960,"Escuela de Salud Pública, Santiago, Región Metropolitana, Chile",https://ClinicalTrials.gov/show/NCT04816318
NCT04922918,Ligilactobacillus Salivarius MP101 for Elderly in a Nursing Home,Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Supportive Care,CEIC 20/263-E_COVID,"Centro Para Mayores Santa Isabel, S.L., Moralzarzal, Madrid, Spain",https://ClinicalTrials.gov/show/NCT04922918
NCT04376476,Host-pathogen Interactions During SARS-CoV-2 Infection,Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Other,69HCL20_0342|2020-A01102-37,"Groupement Hospitalier Nord-Daupine, Bourgoin-Jallieu, France|Hôpital femme-mère-enfant, Bron, France|Hôpital Louis Pradel, Bron, France|Hôpital Louis Mourier, Colombes, France|Centre Hospitalo-Universitaire de Grenoble, La Tronche, France|Hopital de la Croix-Rousse, Lyon, France|Hôpital Edouard Herriot, Lyon, France|Hôpital mère - enfant Nantes, Nantes, France|Centre Hospitalier Lyon Sud, Pierre-Bénite, France|Hôpital Nord de Saint Etienne, Saint-Priest-en-Jarez, France|Hôpital Nord-Ouest, Villefranche-sur-Saône, France|Centre Hospitalier D'Annecy-Genevois, Épagny, France",https://ClinicalTrials.gov/show/NCT04376476
NCT04402229,Psychological Impact of the Covid-19 Pandemic on Student Nurses,Observational Model: Other|Time Perspective: Prospective,P17/04_StudentCov,"Versailles hospital, Le Chesnay, France|Toulouse University Hospital, Toulouse, France",https://ClinicalTrials.gov/show/NCT04402229
NCT04386551,Detection of COVID-19 in Saliva Collection,Observational Model: Case-Only|Time Perspective: Prospective,PI2020_843_0045,"CHU Amiens, Amiens, France",https://ClinicalTrials.gov/show/NCT04386551
NCT04340921,The Role of Adaptive Immunity in COVID-19 Associated Myocardial Injury,Observational Model: Cohort|Time Perspective: Prospective,282289,"Barts Health Nhs Trust, London, United Kingdom",https://ClinicalTrials.gov/show/NCT04340921
NCT04494776,SARS-COV-2 Infection in Kidney Transplant Recipients: a Brazilian Multicenter Study,Observational Model: Cohort|Time Perspective: Retrospective,30631820.0.1001.8098,"Hospital do Rim, São Paulo, Aão Paulo, Brazil",https://ClinicalTrials.gov/show/NCT04494776
NCT04849624,Body Composition Study in Critically Ill Patients-Extended to COVID-19,Observational Model: Cohort|Time Perspective: Prospective,2019615-7520-3,"Faculty of Medicine, University of Malaya, Kuala Lumpur, Malaysia",https://ClinicalTrials.gov/show/NCT04849624
NCT04828148,Incidence of Infection and Mortality by COVID-19 in Specialists,Observational Model: Cohort|Time Perspective: Cross-Sectional,Mortality Physicians,"Centro Médico Nacional de Occidente, Guadalajara, Jalisco, Mexico",https://ClinicalTrials.gov/show/NCT04828148
NCT04378452,Assessment of the Psycho-social Impact of COVID-19 Outbreak,Observational Model: Cohort|Time Perspective: Cross-Sectional,COM-COVID,"Fundació Institut Germans Trias i Pujol, Badalona, Catalonia, Spain|Fundació Lluita contra la Sida (FLS, Fight AIDS Foundation), Badalona, Catalonia, Spain|Anaxomics biotech, Barcelona, Spain|Fundació Privada per a la Recerca i la Docència Sant Joan de Déu, Esplugues De Llobregat, Spain",https://ClinicalTrials.gov/show/NCT04378452
NCT04789395,Evaluation of Post-covid 19 Patients Who Receive Ozonetheraphy With Thorax CT,Observational Model: Cohort|Time Perspective: Prospective,08.092.r1.125,"Gaziosmanpaşa TREH, Istanbul, Gaziosmanpaşa, Turkey",https://ClinicalTrials.gov/show/NCT04789395
NCT04794803,Reparixin in COVID-19 Pneumonia - Efficacy and Safety,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,REPAVID-19|2020-001645-40,"Instituto do Coração do Hospital das Clínicas da Faculdade de Medicina de São Paulo, São Paulo, Brazil|Ospedale San Paolo, Milan, Lombardy, Italy|Ospedale San Raffaele, Milan, Lombardy, Italy|Ospedale di Varese, Varese, Lombardy, Italy",https://ClinicalTrials.gov/show/NCT04794803
NCT04401111,One-year Outcomes in Survivors of the Severe COVID-19 Pneumonia (CO-Qo-ICU),Observational Model: Cohort|Time Perspective: Prospective,20reamedcovid04,"CHU de Nice, Nice, France",https://ClinicalTrials.gov/show/NCT04401111
NCT04411459,Risk Factors for Prolonged Invasive Mechanical Ventilation in COVID-19 Acute Respiratory Distress Syndrome,Observational Model: Cohort|Time Perspective: Prospective,273/2020/OSS/AUSLBO,"Ospedale Santa Maria Annunziata - Anestesia e Rianimazione, Bagno A Ripoli, FI, Italy|A.O. SS. Antonio, Biagio e Cesare Arrigo - Anestesia e Rianimazione, Alessandria, Italy|Anestesia e Rianimazione - Ospedale Civile di Baggiovara, Baggiovara, Italy|Anestesia e Rianimazione - Ospedale di Bentivoglio, Bentivoglio, Italy|Azienda Unità Sanitaria Locale, Bologna, Italy|Anestesia e Rianimazione - Ospedale Bellaria, Bologna, Italy|Anestesia e Rianimazione - Policlinico Universitario S.Orsola - Malpighi, Bologna, Italy|Anestesia e Terapia intensiva dei trapianti addominali e chirurgia epatobiliare - Policlinico Universitario S.Orsola - Malpighi, Bologna, Italy|Anestesia e Terapia Intensiva Polivalente - Policlinico Universitario S.Orsola - Malpighi, Bologna, Italy|Ospedale SS. Trinità - Anestesia e Rianimazione, Borgomanero, Italy|Anestesia e Rianimazione - Ospedale M. Bufalini, Cesena, Italy|Anestesia e Rianimazione - Ospedale degli Infermi, Faenza, Italy|Anestesia e Rianimazione Universitaria - Arcispedale Sant'Anna Ferrara, Ferrara, Italy|Anestesia e Rianimazione - Ospedale Morgagni - Pierantoni, Forlì, Italy|Anestesia e Rianimazione - Ospedale di Imola S.Maria della Scaletta, Imola, Italy|Ospedale Santo Stefano - Anestesia e Rianimazione, Prato, Italy|Anestesia e Rianimazione - Ospedale S. Maria delle Croci, Ravenna, Italy|Anestesia e Rianimazione - Arcispedale Santa Maria Nuova, Reggio Emilia, Italy|Anestesia e Rianimazione - Ospedale di Riccione, Riccione, Italy|Anestesia e Rianimazione - Ospedale Infermi, Rimini, Italy",https://ClinicalTrials.gov/show/NCT04411459
